0.000000 0.000000 0.000000
0.002004 0.000000 0.000000
0.004008 0.000000 0.000000
0.006012 0.000000 0.000000
0.008016 0.000000 0.000000
0.010020 0.000000 0.000000
0.012024 0.000000 0.000000
0.014028 0.000000 0.000000
0.016032 0.000000 0.000000
0.018036 0.000000 0.000000
0.020040 0.000000 0.000000
0.022044 0.000000 0.000000
0.024048 0.000000 0.000000
0.026052 0.000000 0.000000
0.028056 0.000000 0.000000
0.030060 0.000000 0.000000
0.032064 0.000000 0.000000
0.034068 0.000000 0.000000
0.036072 0.000000 0.000000
0.038076 0.000000 0.000000
0.040080 0.000000 0.000000
0.042084 0.000000 0.000000
0.044088 0.000000 0.000000
0.046092 0.000000 0.000000
0.048096 0.000000 0.000000
0.050100 0.000000 0.000000
0.052104 0.000000 0.000000
0.054108 0.000000 0.000000
0.056112 0.000000 0.000000
0.058116 0.000000 0.000000
0.060120 0.000000 0.000000
0.062124 0.000000 0.000000
0.064128 0.000000 0.000000
0.066132 0.000000 0.000000
0.068136 0.000000 0.000000
0.070140 0.000000 0.000000
0.072144 0.000000 0.000000
0.074148 0.000000 0.000000
0.076152 0.000000 0.000000
0.078156 0.000000 0.000000
0.080160 0.000000 0.000000
0.082164 0.000000 0.000000
0.084168 0.000000 0.000000
0.086172 0.000000 0.000000
0.088176 0.000000 0.000000
0.090180 0.000000 0.000000
0.092184 0.000000 0.000000
0.094188 0.000000 0.000000
0.096192 0.000000 0.000000
0.098196 0.000000 0.000000
0.100200 0.000000 0.000000
0.102204 0.000000 0.000000
0.104208 0.000000 0.000000
0.106212 0.000000 0.000000
0.108216 0.000000 0.000000
0.110220 0.000000 0.000000
0.112224 0.000000 0.000000
0.114228 0.000000 0.000000
0.116232 0.000000 0.000000
0.118236 0.000000 0.000000
0.120240 0.000000 0.000000
0.122244 0.000000 0.000000
0.124248 0.000000 0.000000
0.126253 0.000000 0.000000
0.128257 0.000000 0.000000
0.130261 0.000000 0.000000
0.132265 0.000000 0.000000
0.134269 0.000000 0.000000
0.136273 0.000000 0.000000
0.138277 0.000000 0.000000
0.140281 0.000000 0.000000
0.142285 0.000000 0.000000
0.144289 0.000000 0.000000
0.146293 0.000000 0.000000
0.148297 0.000000 0.000000
0.150301 0.000000 0.000000
0.152305 0.000000 0.000000
0.154309 0.000000 0.000000
0.156313 0.000000 0.000000
0.158317 0.000000 0.000000
0.160321 0.000000 0.000000
0.162325 0.000000 0.000000
0.164329 0.000000 0.000000
0.166333 0.000000 0.000000
0.168337 0.000000 0.000000
0.170341 0.000000 0.000000
0.172345 0.000000 0.000000
0.174349 0.000000 0.000000
0.176353 0.000000 0.000000
0.178357 0.000000 0.000000
0.180361 0.000000 0.000000
0.182365 0.000000 0.000000
0.184369 0.000000 0.000000
0.186373 0.000000 0.000000
0.188377 0.000000 0.000000
0.190381 0.000000 0.000000
0.192385 0.000000 0.000000
0.194389 0.000000 0.000000
0.196393 0.000000 0.000000
0.198397 0.000000 0.000000
0.200401 0.000000 0.000000
0.202405 0.000000 0.000000
0.204409 0.000000 0.000000
0.206413 0.000000 0.000000
0.208417 0.000000 0.000000
0.210421 0.000000 0.000000
0.212425 0.000000 0.000000
0.214429 0.000000 0.000000
0.216433 0.000000 0.000000
0.218437 0.000000 0.000000
0.220441 0.000000 0.000000
0.222445 0.000000 0.000000
0.224449 0.000000 0.000000
0.226453 0.000000 0.000000
0.228457 0.000000 0.000000
0.230461 0.000000 0.000000
0.232465 0.000000 0.000000
0.234469 0.000000 0.000000
0.236473 0.000000 0.000000
0.238477 0.000000 0.000000
0.240481 0.000000 0.000000
0.242485 0.000000 0.000000
0.244489 0.000000 0.000000
0.246493 0.000000 0.000000
0.248497 0.000000 0.000000
0.250501 0.000000 0.000000
0.252505 0.000000 0.000000
0.254509 0.000000 0.000000
0.256513 0.000000 0.000000
0.258517 0.000000 0.000000
0.260521 0.000000 0.000000
0.262525 0.000000 0.000000
0.264529 0.000000 0.000000
0.266533 0.000000 0.000000
0.268537 0.000000 0.000000
0.270541 0.000000 0.000000
0.272545 0.000000 0.000000
0.274549 0.000000 0.000000
0.276553 0.000000 0.000000
0.278557 0.000000 0.000000
0.280561 0.000000 0.000000
0.282565 0.000000 0.000000
0.284569 0.000000 0.000000
0.286573 0.000000 0.000000
0.288577 0.000000 0.000000
0.290581 0.000000 0.000000
0.292585 0.000000 0.000000
0.294589 0.000000 0.000000
0.296593 0.000000 0.000000
0.298597 0.000000 0.000000
0.300601 0.000000 0.000000
0.302605 0.000000 0.000000
0.304609 0.000000 0.000000
0.306613 0.000000 0.000000
0.308617 0.000000 0.000000
0.310621 0.000000 0.000000
0.312625 0.000000 0.000000
0.314629 0.000000 0.000000
0.316633 0.000000 0.000000
0.318637 0.000000 0.000000
0.320641 0.000000 0.000000
0.322645 0.000000 0.000000
0.324649 0.000000 0.000000
0.326653 0.000000 0.000000
0.328657 0.000000 0.000000
0.330661 0.000000 0.000000
0.332665 0.000000 0.000000
0.334669 0.000000 0.000000
0.336673 0.000000 0.000000
0.338677 0.000000 0.000000
0.340681 0.000000 0.000000
0.342685 0.000000 0.000000
0.344689 0.000000 0.000000
0.346693 0.000000 0.000000
0.348697 0.000000 0.000000
0.350701 0.000000 0.000000
0.352705 0.000000 0.000000
0.354709 0.000000 0.000000
0.356713 0.000000 0.000000
0.358717 0.000000 0.000000
0.360721 0.000000 0.000000
0.362725 0.000000 0.000000
0.364729 0.000000 0.000000
0.366733 0.000000 0.000000
0.368737 0.000000 0.000000
0.370741 0.000000 0.000000
0.372745 0.000000 0.000000
0.374750 0.000000 0.000000
0.376754 0.000000 0.000000
0.378758 0.000000 0.000000
0.380762 0.000000 0.000000
0.382766 0.000000 0.000000
0.384770 0.000000 0.000000
0.386774 0.000000 0.000000
0.388778 0.000000 0.000000
0.390782 0.000000 0.000000
0.392786 0.000000 0.000000
0.394790 0.000000 0.000000
0.396794 0.000000 0.000000
0.398798 0.000000 0.000000
0.400802 0.000000 0.000000
0.402806 0.000000 0.000000
0.404810 0.000000 0.000000
0.406814 0.000000 0.000000
0.408818 0.000000 0.000000
0.410822 0.000000 0.000000
